truck_id,truck_number,truck_type,rfid_tag,registration_date
TRK-3011,DU-505-GA,Bulk,RFID-wu902yR,2025-07-01
TRK-3012,FL-598-KS,Tipper,RFID-Ws184qk,2025-02-21
TRK-3013,JF-233-KB,Bulk,RFID-MQ182KI,2024-08-04
TRK-3014,YX-203-HB,Bulk,RFID-HX747ej,2025-04-24
TRK-3015,MK-769-WC,Bulk,RFID-NY248cu,2024-11-06
TRK-3016,,Tipper,RFID-GB670Db,2024-02-26
TRK-3017,WM-460-II,Bulk,RFID-aQ090qp,2025-02-04
TRK-3018,NA-203-DS,Bulk,RFID-fx655UH,2025-03-31
TRK-3019,HA-323-QJ,Bulk,RFID-zy482Kh,2025-04-17
TRK-3020,LI-727-LQ,Tipper,RFID-Zr362Go,2023-09-27
TRK-3021,HB-629-PW,Bulk,RFID-xt550kY,2023-11-22
,,,,
TRK-3023,SO-168-ZD,Bulk,,2024-09-01
TRK-3024,VI-831-LS,Bulk,RFID-Nw987Yb,2025-06-06
,,,,
TRK-3026,KB-410-AD,Bulk,RFID-qH016hJ,2024-09-14
TRK-3027,KF-918-VD,Bulk,RFID-OU804qP,2024-06-03
TRK-3028,OG-315-AB,Tipper,RFID-Fp287Hm,2024-07-03
TRK-3029,WG-594-UF,Tipper,RFID-Pe638zr,2025-08-03
TRK-3030,XE-788-MC,Bulk,RFID-jS321zN,2024-10-31
TRK-3031,LX-731-SJ,Tipper,RFID-KP428QQ,2023-10-24
TRK-3032,MY-690-OX,Tipper,RFID-kb464pA,
TRK-3033,VI-780-IE,Bulk,RFID-Bn258gt,2025-04-25
TRK-3034,RS-632-RU,Tipper,RFID-cy417sO,2023-11-11
TRK-3035,UG-934-AM,Tipper,RFID-Wx625Ws,2025-01-08
TRK-3036,IN-610-ZZ,Bulk,RFID-Yo026UR,2023-11-12
TRK-3037,BP-920-WC,Tipper,RFID-Rl558sm,2024-01-04
TRK-3038,DF-902-FY,Tipper,RFID-yt017AY,2025-04-14
TRK-3039,MD-200-SN,Tipper,RFID-KH448Gb,2025-04-19
,,,,
TRK-3041,,Bulk,RFID-vU824iD,2023-10-02
TRK-3042,XL-934-LK,Tipper,RFID-cs905RO,2024-02-25
TRK-3043,ZI-479-DG,Bulk,RFID-nn043nW,2024-12-03
TRK-3044,WM-505-PK,Bulk,RFID-qL538uT,2024-12-27
TRK-3045,WH-725-UI,Bulk,RFID-Zj163Zg,2023-12-12
TRK-3046,PP-973-CC,Bulk,RFID-DH119DU,2024-04-11
TRK-3047,UA-653-LX,Tipper,,2025-06-08
TRK-3048,YU-814-QZ,Bulk,RFID-ni137zP,2023-12-06
TRK-3049,AE-236-HV,Tipper,RFID-Ac530Ue,2025-04-21
,,,,
TRK-3051,BX-438-CZ,Tipper,RFID-AX178JU,2023-10-08
TRK-3052,CB-100-VE,Bulk,,2025-07-22
TRK-3053,EK-602-CP,Tipper,RFID-vX091Ah,2023-10-28
TRK-3054,QN-951-PD,Bulk,RFID-Ha829pS,2024-11-01
TRK-3055,MW-261-QS,Bulk,RFID-OS657Fq,2024-08-18
TRK-3056,CP-805-HK,Tipper,RFID-UA491aN,2025-04-09
TRK-3057,IE-584-VJ,Bulk,,2024-12-15
TRK-3058,,Tipper,RFID-Me014Zh,2024-10-02
TRK-3059,YU-967-II,Bulk,RFID-gI894so,2024-10-18
TRK-3060,GD-258-AB,Tipper,RFID-Ev368bL,2025-04-22
TRK-3061,WD-559-DS,Tipper,,2023-11-26
TRK-3062,HI-427-PS,Bulk,RFID-je998pC,2025-05-20
TRK-3063,LD-759-RR,Bulk,RFID-Ae455fq,2024-04-19
TRK-3064,SH-826-FM,Tipper,RFID-HI042AV,2025-04-25
TRK-3065,AE-296-IB,Tipper,RFID-XY050vp,2024-11-27
TRK-3066,VU-498-EM,Bulk,RFID-BY766Vc,2025-06-06
TRK-3067,RK-826-WL,Bulk,RFID-Vi811BX,2024-03-29
TRK-3068,VT-824-KI,,RFID-dH003nx,2024-06-06
TRK-3069,XO-816-EW,Bulk,RFID-fW669by,2025-03-15
TRK-3070,EG-195-MZ,Bulk,RFID-uV271ng,2025-03-16
TRK-3071,DW-345-NM,Bulk,RFID-vw234dB,2024-04-08
TRK-3072,HF-284-KU,Bulk,RFID-BK882gF,2024-07-20
TRK-3073,QS-919-PI,,RFID-Pj768Nn,2024-02-26
TRK-3074,,Bulk,RFID-Vc844hp,2024-12-05
TRK-3075,RW-861-NN,Tipper,RFID-YH480CX,2024-12-05
TRK-3076,XZ-727-YF,Bulk,RFID-pE354QJ,2024-03-03
TRK-3077,UT-140-LS,Tipper,RFID-cn826oP,2024-05-24
TRK-3078,OO-873-LH,Bulk,RFID-dg591Qx,2025-07-15
,,,,
,KM-723-OY,Tipper,RFID-sK914lb,2025-01-29
TRK-3081,VF-371-HQ,Bulk,RFID-Zk749zW,2024-01-18
TRK-3082,BF-693-GG,,RFID-OA999XN,2023-12-23
TRK-3083,NB-941-LK,Tipper,RFID-JP964MW,2024-05-22
TRK-3084,LY-921-UN,Tipper,RFID-Hs971jI,2025-01-19
TRK-3085,XY-116-NY,Tipper,RFID-OK596pj,2025-05-02
TRK-3086,UQ-413-TR,Tipper,RFID-sb591XG,2024-04-07
TRK-3087,MP-646-RH,Tipper,RFID-Ym499lm,2024-03-09
TRK-3088,DG-498-OI,Tipper,RFID-sX123jX,2024-03-14
TRK-3089,OF-801-LI,Tipper,RFID-Jd669AN,2025-07-23
TRK-3090,GM-201-DT,Tipper,RFID-jz087Oh,2023-10-03
TRK-3091,GR-787-GE,Bulk,RFID-PC760lV,2023-10-28
TRK-3092,LS-470-CY,Bulk,RFID-Uo348HM,2024-09-12
TRK-3093,,Tipper,RFID-xP359pH,2023-10-19
TRK-3094,ED-103-YB,,RFID-sa280wA,2025-04-15
TRK-3095,UT-376-ZC,Tipper,RFID-NB129vb,2025-03-26
TRK-3096,LD-884-VN,Tipper,RFID-LW826wI,2025-01-20
TRK-3097,NM-729-HC,Bulk,RFID-fY264Jy,2024-09-21
TRK-3098,UJ-497-UO,Bulk,RFID-AO965en,2025-01-03
TRK-3099,GA-735-UU,Bulk,RFID-ZB087gR,2025-05-26
,CB-249-IN,Tipper,RFID-uK238vW,2025-03-20
TRK-3101,RF-875-QA,Bulk,RFID-Xr143zI,2025-07-08
TRK-3102,WU-542-CN,Bulk,RFID-YX239tG,2025-01-26
TRK-3103,VF-294-QM,Tipper,RFID-kE400Wo,2024-04-27
TRK-3104,PS-862-FR,Tipper,RFID-BM008zy,2023-10-10
TRK-3105,XM-889-LI,Bulk,RFID-Wy101Gm,
TRK-3106,JX-137-LA,Bulk,RFID-Nv113bd,2024-05-27
TRK-3107,JZ-481-QK,Tipper,RFID-dN168Pr,2025-07-20
,,,,
TRK-3109,CN-884-DD,,RFID-OH762mL,2023-12-28
TRK-3110,MZ-843-TD,Bulk,RFID-dU762xo,2024-09-05
TRK-3111,VU-753-II,,RFID-FC440CM,2023-08-19
TRK-3112,VH-979-CY,Bulk,RFID-dT462Ci,
TRK-3113,RZ-812-GJ,Tipper,RFID-Mi662wb,2024-04-23
TRK-3114,DI-521-ZZ,Tipper,RFID-UO817Ey,2023-11-25
TRK-3115,JM-856-HA,Tipper,RFID-SM029eX,2023-09-19
TRK-3116,ZI-828-CD,,RFID-HR406Iq,2024-01-12
TRK-3117,NP-202-JC,Tipper,RFID-mD133of,2024-10-07
TRK-3118,,,RFID-Tk255mw,2025-05-07
TRK-3119,UG-383-IT,Bulk,RFID-If617Da,2024-12-20
TRK-3120,TX-181-VO,Tipper,RFID-fM321ka,2024-12-16
,PR-404-XR,Tipper,RFID-WB613pG,2024-09-27
TRK-3122,CK-141-IW,Bulk,RFID-FI527Kw,2023-10-21
TRK-3123,CI-858-BB,,RFID-nC613eQ,2025-01-21
TRK-3124,YP-209-XB,Bulk,RFID-qL844dU,2024-11-07
TRK-3125,VK-209-GP,Bulk,,
TRK-3126,OU-183-IE,Tipper,RFID-Br801sd,2024-07-15
TRK-3127,XS-206-QA,Bulk,RFID-Rq373gz,2025-05-16
TRK-3128,FS-273-TV,Bulk,RFID-jD781VY,2025-02-16
TRK-3129,RG-517-AN,Bulk,RFID-le782ak,2024-07-03
TRK-3130,HU-894-VM,Tipper,RFID-Il179gO,2024-09-06
TRK-3131,GL-727-RF,Tipper,RFID-Ak348KI,2024-03-25
TRK-3132,NI-514-ZK,Bulk,RFID-Co579WB,2025-04-02
TRK-3133,PH-731-WD,Bulk,RFID-hG383lI,2023-10-21
TRK-3134,KQ-609-AC,Bulk,RFID-vo560KW,2024-09-25
TRK-3135,PT-807-DE,Bulk,RFID-YS707LI,2025-03-31
TRK-3136,QD-787-GS,Tipper,RFID-DE661Sd,2025-07-02
TRK-3137,GG-147-TR,Bulk,RFID-zH673XZ,2024-03-09
TRK-3138,DF-215-OQ,Bulk,RFID-Wa205yI,2025-06-04
TRK-3139,SV-114-KI,Tipper,RFID-lo212Ow,2024-08-24
TRK-3140,LD-763-UW,Bulk,RFID-zR521Qx,2025-08-03
TRK-3141,IK-775-NH,,RFID-Cg058Rq,2023-10-06
TRK-3142,RW-249-FJ,Bulk,RFID-Ue692HP,2024-02-23
TRK-3143,WW-778-GM,Tipper,RFID-iu219Kz,2024-05-27
,,,,
,UV-866-LH,Tipper,RFID-NM436Is,2023-11-17
TRK-3146,KW-244-HE,Tipper,RFID-ic802vZ,2023-12-11
TRK-3147,TM-880-NP,Tipper,RFID-QI093BU,2023-08-26
TRK-3148,,Bulk,RFID-sP948it,2023-10-01
TRK-3149,VZ-376-EF,Bulk,RFID-GJ959Oe,2024-02-23
TRK-3150,XA-340-QJ,Tipper,RFID-CO145IG,2024-12-31
,,,,
TRK-3152,SN-806-CW,Tipper,RFID-yE867mI,2024-02-10
TRK-3153,NI-513-AO,Bulk,,
TRK-3154,XG-389-GG,Bulk,RFID-UO191QD,2024-02-09
TRK-3155,YY-976-PU,Tipper,RFID-Fy798Ij,2024-04-12
TRK-3156,,Tipper,RFID-GF996Tj,2024-02-28
TRK-3157,YI-806-UK,Bulk,RFID-Km258FV,2023-09-20
TRK-3158,,Tipper,,2025-07-03
TRK-3159,TG-923-HF,Bulk,RFID-dS235rb,2023-10-19
TRK-3160,KV-716-OJ,Tipper,RFID-UN566vR,2023-10-30
TRK-3161,JQ-350-IW,Tipper,RFID-bR790hk,2023-12-26
,,,,
TRK-3163,YA-178-CX,Bulk,RFID-Hz442DL,2023-12-14
TRK-3164,GW-309-MN,Tipper,RFID-wN632sl,2024-09-28
TRK-3165,TC-661-LD,Bulk,RFID-VK328rY,2024-01-12
TRK-3166,TF-199-AA,Bulk,RFID-IK633gv,2025-07-12
TRK-3167,PD-387-QX,Tipper,RFID-fR624Ru,2024-06-02
TRK-3168,XC-342-PC,Bulk,RFID-UE285lv,2023-08-13
TRK-3169,GP-864-QT,Bulk,RFID-kz629Lo,2024-01-03
TRK-3170,BR-654-ET,Tipper,RFID-MY358Rx,2023-08-06
TRK-3171,SY-601-VF,,,2024-09-02
TRK-3172,KI-190-NF,Bulk,RFID-PF550Hq,2024-08-13
TRK-3173,OA-813-JJ,Tipper,RFID-bN685uW,2025-06-17
TRK-3174,LS-127-TZ,Bulk,,2025-03-31
TRK-3175,OR-297-EE,Tipper,RFID-Ke918hE,2024-06-06
TRK-3176,TT-300-VF,Bulk,RFID-dm972HT,2025-07-19
TRK-3177,HB-560-FD,Bulk,RFID-rY593cf,2024-03-18
TRK-3178,DX-309-JT,Bulk,RFID-tf536us,2024-08-03
TRK-3179,TV-542-EB,Bulk,RFID-um715gn,
TRK-3180,XM-107-EA,Tipper,RFID-nA259EU,2024-08-14
TRK-3181,,Tipper,RFID-ZB813Cu,2023-09-09
,,,,
TRK-3183,ES-830-OR,Tipper,RFID-cX141wl,2024-10-23
,YY-699-ZX,Tipper,RFID-Hh769SL,2023-08-13
TRK-3185,EZ-645-RF,Tipper,RFID-dM878Ui,2024-06-27
TRK-3186,LE-956-UH,Tipper,RFID-xi704pG,2024-12-30
TRK-3187,GF-851-UV,Tipper,RFID-zk885iv,2025-01-02
TRK-3188,FH-891-NY,Bulk,RFID-du866XL,2024-08-14
TRK-3189,WC-811-DB,Bulk,RFID-IC867rt,2024-07-08
TRK-3190,TN-977-CM,Tipper,RFID-Tv227Gv,2023-10-28
TRK-3191,XP-855-VB,Bulk,RFID-UL485Bx,2024-09-30
TRK-3192,EW-918-DX,,RFID-lG594it,2024-02-05
TRK-3193,NP-175-GO,Bulk,RFID-ZS911Bv,2025-03-29
TRK-3194,IN-365-GO,Bulk,RFID-cc020jZ,2024-07-31
TRK-3195,VB-602-WF,Tipper,RFID-LP453oe,2024-05-23
TRK-3196,UF-751-CD,Tipper,RFID-Zu321ue,2023-11-25
TRK-3197,LK-749-OT,Bulk,RFID-vE305cH,2025-03-02
TRK-3198,IE-382-ZI,Tipper,RFID-Vl368Rg,2024-11-15
TRK-3199,AA-127-UR,Bulk,RFID-HH444Ny,2024-05-20
TRK-3200,WS-185-IT,Bulk,RFID-TF699jF,2023-08-07
TRK-3201,VP-184-RM,Tipper,RFID-OY367CU,2024-08-14
TRK-3202,UL-651-QB,Bulk,RFID-Va462ix,2024-06-27
TRK-3203,QZ-126-SZ,Tipper,RFID-sn825eH,2024-12-25
TRK-3204,IR-913-XQ,Bulk,RFID-Zg328Vi,2024-08-13
TRK-3205,TG-187-OD,Tipper,RFID-mM312jP,2025-01-21
TRK-3206,RO-394-MX,Bulk,RFID-fd049yV,2025-05-17
TRK-3207,BE-881-HQ,Bulk,RFID-pA018qF,2023-09-25
TRK-3208,BJ-141-NM,Bulk,RFID-Dw238bI,2024-12-11
TRK-3209,BB-777-GG,Tipper,RFID-HT276fQ,2024-06-23
TRK-3210,II-470-SH,Bulk,RFID-wE722Du,2023-12-27
TRK-3211,DJ-225-GD,Bulk,RFID-Or458Ei,2023-10-16
TRK-3212,HF-429-JB,Tipper,RFID-cu629jN,2024-08-26
TRK-3213,,Bulk,RFID-yQ187Jp,2023-11-27
TRK-3214,SQ-154-KG,Tipper,RFID-Jl160TC,2023-09-06
TRK-3215,PP-571-QU,Tipper,RFID-eD172Rn,2024-03-10
TRK-3216,AQ-751-YW,Bulk,RFID-KP373Ll,2024-10-01
TRK-3217,ND-162-GB,Tipper,RFID-lj052KK,2024-09-14
TRK-3218,DK-954-NX,Tipper,RFID-kg936UB,2025-05-22
TRK-3219,XT-367-QG,Bulk,RFID-Ot591pJ,2024-09-08
TRK-3220,WE-585-MY,Bulk,RFID-ku823Px,2024-06-06
TRK-3221,NJ-882-EQ,Tipper,RFID-nu398Jt,2024-10-13
TRK-3222,KG-789-BS,Bulk,RFID-FU461PD,2023-09-12
TRK-3223,QH-274-NQ,Bulk,RFID-Zz732sp,2024-12-27
TRK-3224,RH-404-EG,Bulk,RFID-qq095KZ,2024-03-24
TRK-3225,KS-477-SV,Tipper,RFID-lC791ML,2023-10-23
TRK-3226,LC-896-GM,,RFID-Kl702Ce,2024-08-28
TRK-3227,BK-746-KJ,Tipper,RFID-pQ205MD,2024-06-02
TRK-3228,TT-987-WE,Bulk,RFID-nF871Tu,2025-04-28
TRK-3229,US-477-IR,Tipper,,
TRK-3230,HY-846-AC,Bulk,RFID-Yx012zU,2024-01-24
,JK-386-WN,Bulk,RFID-lc083cq,2023-09-08
TRK-3232,YN-123-UT,Bulk,RFID-ZR879DH,2024-01-27
,JO-612-NV,Bulk,RFID-Cw889Rn,2025-06-23
TRK-3234,HS-237-MV,Tipper,RFID-lp585OI,2025-05-08
TRK-3235,BR-138-HQ,Bulk,RFID-mb600rt,2025-01-07
TRK-3236,ZH-309-XF,Tipper,RFID-KY361Ku,2023-12-08
TRK-3237,TJ-948-NP,,RFID-wk171nU,2024-05-31
TRK-3238,WD-845-FD,Tipper,RFID-Xj910PK,2025-05-22
,,,,
TRK-3240,WD-149-PF,Bulk,RFID-PV374Gm,2024-12-25
TRK-3241,PQ-302-MD,Bulk,RFID-aK093AE,2024-04-16
TRK-3242,,Bulk,RFID-Ff139Mh,2025-04-14
TRK-3243,SY-868-PN,Tipper,RFID-Oj260Uj,2024-06-11
TRK-3244,TI-498-CY,Bulk,RFID-hR132SD,2024-02-20
TRK-3245,WU-837-WX,Tipper,RFID-dh672MX,2024-11-24
TRK-3246,AE-940-AV,Bulk,RFID-yz111gi,2024-07-03
TRK-3247,PI-524-CD,Bulk,RFID-NU201cC,2024-08-01
TRK-3248,PY-350-RI,Bulk,RFID-WC258pm,2024-03-23
TRK-3249,QM-846-HZ,Tipper,RFID-sK930mB,2023-10-28
TRK-3250,DS-525-XW,Tipper,,2024-11-04
TRK-3251,RK-724-UD,Tipper,RFID-gj748WY,2024-11-23
TRK-3252,BI-172-VW,Bulk,RFID-fs421bY,2023-10-08
TRK-3253,QO-211-OF,Tipper,RFID-iv868aK,2024-06-11
TRK-3254,KM-958-AD,Bulk,RFID-Ms522yi,2023-09-02
TRK-3255,ZF-934-SY,Tipper,RFID-Sx093wU,2024-04-11
TRK-3256,PN-175-GH,,RFID-Zn610TQ,2025-02-12
TRK-3257,IB-361-YS,Tipper,RFID-iX995SL,2025-07-08
TRK-3258,WH-632-NY,Tipper,RFID-oD701hj,2025-01-17
TRK-3259,BJ-121-UI,Tipper,RFID-wJ436uI,2025-03-11
TRK-3260,MK-545-ZT,Bulk,RFID-Wi564nb,2024-01-31
TRK-3261,NC-864-DU,Tipper,RFID-bj412Ed,2024-11-20
TRK-3262,AB-297-WB,Bulk,RFID-Nk615Eo,2025-01-15
TRK-3263,XJ-507-WC,Bulk,RFID-dk874MN,2023-08-20
TRK-3264,WA-257-RB,Bulk,RFID-BB071Lb,2024-05-31
TRK-3265,YF-279-TG,Bulk,RFID-is632HP,2025-04-05
TRK-3266,IB-540-NE,Tipper,RFID-qk155RO,2025-07-13
TRK-3267,OM-967-MT,,RFID-cp034dh,2024-02-15
TRK-3268,QD-315-ZV,Bulk,RFID-zF095KX,2025-04-14
TRK-3269,HZ-218-GX,Bulk,RFID-Yt756Ne,2025-04-15
TRK-3270,AN-558-UI,Bulk,RFID-RX579wx,2024-10-20
TRK-3271,GW-663-TN,Bulk,RFID-pq462Eg,2023-08-30
TRK-3272,KF-760-JS,Bulk,RFID-Ba247hc,2024-10-16
TRK-3273,BR-562-RA,Tipper,,2025-02-13
,VN-678-PB,Tipper,RFID-ZV030YA,2025-02-06
TRK-3275,HO-116-SL,Tipper,RFID-Cz831rW,2025-03-10
TRK-3276,GU-512-TS,Bulk,RFID-BH172cI,2024-08-16
TRK-3277,QQ-885-QV,Bulk,RFID-ZU081Qx,2024-12-18
TRK-3278,WR-950-OP,Tipper,RFID-Lb712Ug,2023-08-17
TRK-3279,PS-794-TW,Tipper,RFID-fm507Gc,2024-01-30
TRK-3280,CN-248-NJ,Bulk,RFID-pd671DT,2024-03-23
,JY-354-DO,Tipper,RFID-ds351xH,2023-11-14
TRK-3282,HU-417-OU,,RFID-mZ474zl,2024-04-22
TRK-3283,WY-294-CV,Bulk,RFID-bK130Bl,2025-04-28
TRK-3284,UF-899-DZ,Tipper,RFID-Rw588CB,2024-12-31
TRK-3285,KO-156-KS,Bulk,RFID-Fb694nh,2023-11-01
TRK-3286,ZM-507-QL,Bulk,RFID-mQ805ZX,2025-02-02
TRK-3287,KX-757-LT,Bulk,RFID-kZ396Cq,2024-11-10
TRK-3288,IY-841-FP,Tipper,RFID-jf666wL,2024-07-20
TRK-3289,IR-470-QX,Tipper,RFID-iS183Eb,2025-01-16
,,,,
TRK-3291,ZV-452-YX,Bulk,RFID-bW459eY,2023-11-08
TRK-3292,,Tipper,RFID-LF107QD,2024-10-06
TRK-3293,AU-902-DP,Bulk,RFID-bV140Pq,2023-09-27
TRK-3294,JR-544-RC,Bulk,RFID-XJ938eT,2025-02-27
TRK-3295,OO-452-KB,Tipper,,2025-06-05
TRK-3296,VA-593-VC,Tipper,RFID-cq152NM,2024-05-21
TRK-3297,VW-884-EN,Bulk,RFID-tP809MF,2024-10-11
TRK-3298,OZ-868-DV,Tipper,RFID-FO698oP,2024-10-23
TRK-3299,UK-252-GU,Bulk,RFID-LC137Rh,2023-10-21
TRK-3300,IN-741-XW,Tipper,RFID-JV669sg,2023-12-28
TRK-3301,VE-870-FA,Tipper,RFID-jn661Fs,2024-06-08
TRK-3302,WL-500-XK,Bulk,RFID-Kr077po,2024-10-01
,ZD-881-KF,Tipper,RFID-ln256VS,2023-11-23
TRK-3304,CF-726-IZ,Bulk,RFID-sL899Kh,2024-10-28
TRK-3305,WB-167-JB,Bulk,RFID-eT970qk,2024-06-03
TRK-3306,QC-744-PW,Tipper,RFID-nD620dG,2024-07-30
TRK-3307,IL-892-EQ,Tipper,RFID-gf782Ad,2023-08-13
TRK-3308,FP-553-QQ,Tipper,RFID-gI204Zf,2024-07-29
TRK-3309,BJ-752-HA,Bulk,RFID-KG359MG,2024-03-07
TRK-3310,ML-388-KB,Tipper,RFID-hf972Cb,2023-12-19
TRK-3311,YX-843-KW,Tipper,RFID-sQ889Gb,
TRK-3312,RP-452-AU,Tipper,RFID-qt186Ii,2024-04-18
TRK-3313,TM-740-VX,Tipper,RFID-wH217GV,2025-07-21
TRK-3314,YZ-678-SP,Tipper,RFID-Gx397Ca,2024-02-12
TRK-3315,TG-506-YR,Bulk,RFID-Zb820qI,2023-09-26
TRK-3316,GZ-303-FG,Bulk,RFID-uE067Qf,2024-11-11
TRK-3317,YY-421-JY,Tipper,RFID-Kf236tM,2024-02-14
TRK-3318,FX-510-CO,Tipper,RFID-kG611FR,2024-12-12
TRK-3319,CA-969-ZX,Bulk,RFID-MQ942BJ,2025-07-05
TRK-3320,RC-267-AC,Tipper,RFID-UW827zL,2024-06-09
TRK-3321,TG-625-ZI,Tipper,RFID-cL704wo,2025-02-20
,,,,
TRK-3323,LX-658-HG,Bulk,RFID-FJ560Pp,2025-04-02
TRK-3324,BY-985-PB,Bulk,RFID-RZ274SJ,2025-06-14
TRK-3325,,Tipper,RFID-Uy835wg,
TRK-3326,HZ-342-LR,Bulk,RFID-ls796Oc,2023-12-16
TRK-3327,VK-647-CD,Bulk,RFID-Ny964yI,2024-06-11
TRK-3328,MU-783-NX,,RFID-Bb349rC,2025-04-14
TRK-3329,BV-754-CM,Bulk,RFID-eC842aj,2023-08-07
TRK-3330,VN-286-CF,Bulk,RFID-yj851kw,2023-11-22
TRK-3331,NZ-275-OI,Tipper,RFID-rI936Ii,2023-12-18
TRK-3332,VU-803-PG,Tipper,RFID-YX089or,2023-10-31
TRK-3333,LV-995-VG,Tipper,RFID-SG868oN,2024-06-28
TRK-3334,CN-656-RI,Tipper,RFID-qz062Ej,2024-10-21
TRK-3335,AF-868-LT,Tipper,RFID-Ke879Bb,2025-02-25
TRK-3336,MS-657-SL,Tipper,RFID-te911nh,
TRK-3337,RZ-564-MB,Tipper,RFID-QW935MO,2025-03-14
TRK-3338,WM-514-NU,Bulk,RFID-go236nE,2023-08-24
TRK-3339,WA-882-AO,,RFID-lp605cq,2024-10-05
TRK-3340,CV-284-FJ,Tipper,RFID-gz588vX,2025-02-04
,,,,
TRK-3342,AI-558-YR,Bulk,RFID-Ng241Bu,2024-07-23
TRK-3343,KD-174-NU,Tipper,RFID-rb034YK,2024-05-15
TRK-3344,EZ-242-IK,Tipper,RFID-EW661VE,2025-04-11
TRK-3345,LP-140-ON,Bulk,RFID-Sq182MI,2024-03-06
TRK-3346,,Bulk,RFID-II980Ua,2024-09-07
TRK-3347,OA-262-DX,Bulk,RFID-jg678rf,2023-08-13
TRK-3348,WU-719-RF,Tipper,RFID-Hg746Yo,2023-11-22
TRK-3349,VL-836-PR,Tipper,RFID-zO592yq,2025-06-06
TRK-3350,NH-233-HP,Bulk,RFID-QI869NZ,2025-05-20
TRK-3351,VP-666-QQ,Tipper,RFID-SN396JC,2025-07-25
,,,,
TRK-3353,TA-770-LJ,Bulk,RFID-qu559ZQ,2024-02-01
TRK-3354,EX-511-LM,Tipper,RFID-Ni011UM,2024-01-06
TRK-3355,OZ-291-AQ,Bulk,RFID-xp207Sy,2025-03-27
TRK-3356,HU-728-BQ,Tipper,RFID-eE051fB,2024-05-16
TRK-3357,ZM-644-MO,Tipper,,2024-10-01
TRK-3358,WO-546-NS,Tipper,RFID-up636AT,2024-01-31
TRK-3359,EV-427-NF,Tipper,RFID-Lq218ux,2025-03-14
TRK-3360,ZA-758-NR,Tipper,RFID-Fa906db,2024-08-30
TRK-3361,AQ-798-QG,Bulk,RFID-Zi994tH,2025-05-08
TRK-3362,BH-130-RW,Bulk,RFID-ds942yy,2024-03-23
TRK-3363,TK-845-QR,Bulk,RFID-BB489FA,2024-01-01
TRK-3364,OA-227-EX,Bulk,RFID-qk056aY,2025-01-16
TRK-3365,ET-972-JG,Tipper,RFID-xF456WC,2025-05-17
TRK-3366,YK-707-KD,Tipper,RFID-KC580Yt,2024-11-29
TRK-3367,VP-290-QQ,Tipper,RFID-YG533ZM,2024-12-13
TRK-3368,DN-689-WU,Tipper,RFID-pY062xq,2023-10-08
TRK-3369,VF-299-OX,Tipper,RFID-Ol662XA,2023-08-08
TRK-3370,OC-514-EC,Tipper,RFID-gz540Ov,2024-06-17
TRK-3371,RI-645-TS,Tipper,RFID-od995aS,2024-05-12
TRK-3372,YE-451-KZ,Tipper,RFID-hl622js,2024-07-18
TRK-3373,EY-326-WF,Tipper,RFID-ES276QE,2024-02-06
TRK-3374,NU-478-CW,Tipper,RFID-Wu462Ne,2025-06-22
TRK-3375,YC-827-KJ,Tipper,RFID-fl601rT,2025-04-20
TRK-3376,YM-369-YY,Bulk,RFID-Gq115IZ,2024-04-14
TRK-3377,OA-428-TU,Tipper,RFID-aW860Ia,
TRK-3378,HG-107-FQ,Bulk,RFID-Hz179ET,2023-10-09
TRK-3379,DR-624-VB,Bulk,RFID-mf782lK,2024-08-11
TRK-3380,VX-713-MB,Tipper,RFID-Ya957Zr,2024-04-02
TRK-3381,NS-695-GU,Bulk,RFID-Yq726kO,2024-04-23
TRK-3382,CJ-503-HI,Tipper,RFID-Uh612kd,2025-07-18
TRK-3383,LI-435-FF,Tipper,RFID-oV384WE,2024-02-18
TRK-3384,EQ-319-VM,Tipper,RFID-wS536LU,2024-05-24
TRK-3385,VN-343-UL,Bulk,RFID-DJ680wO,2024-10-23
TRK-3386,IA-735-GW,Bulk,RFID-Gl254ti,
TRK-3387,SQ-211-HU,Bulk,RFID-Gu183qx,2025-03-26
TRK-3388,CU-281-LQ,Tipper,RFID-RB400qt,
TRK-3389,YD-705-NO,Tipper,RFID-vV547jm,2025-02-03
TRK-3390,PV-875-MH,Tipper,,
TRK-3391,DV-639-OT,Tipper,RFID-WV489UF,2023-11-07
TRK-3392,KX-438-OX,Bulk,,2023-08-25
TRK-3393,UK-432-WP,Tipper,RFID-PP334RV,2025-06-15
TRK-3394,KT-651-LH,Tipper,RFID-bm272JI,2023-12-09
TRK-3395,EM-445-NZ,Bulk,RFID-Ew621Ta,2025-02-25
TRK-3396,XH-747-IP,Tipper,RFID-MY801yp,2023-10-07
TRK-3397,ZU-424-UV,Bulk,RFID-TO045mc,2024-03-28
TRK-3398,HN-411-YX,Bulk,RFID-uU693IG,2023-09-10
TRK-3399,ZV-538-ZA,Bulk,RFID-ov249ot,2025-07-09
TRK-3400,YA-140-BU,Tipper,RFID-Ge001Tz,2025-04-23
TRK-3401,JF-762-WB,Tipper,RFID-sG778eB,2025-03-21
TRK-3402,GQ-945-WV,Bulk,RFID-qq524Qx,2023-10-12
TRK-3403,UW-170-FI,Tipper,RFID-dI446nI,2023-11-29
TRK-3404,MN-748-QO,Tipper,RFID-MN517nC,2025-07-12
TRK-3405,EC-410-HN,Tipper,RFID-PR810PW,2024-09-29
